iter	MultiClass
154	0.06822772508
155	0.06806320883
156	0.06781251029
157	0.06766902245
158	0.06754312022
159	0.06719627175
160	0.06704345879
161	0.06683308199
162	0.06662636922
163	0.06647382065
164	0.0663787783
165	0.06616747177
166	0.0659345735
167	0.06584430847
168	0.06569101243
169	0.06550458552
170	0.06532650724
171	0.0650959429
172	0.06494519508
173	0.06480448148
174	0.06473314938
175	0.06463455768
176	0.06454499096
177	0.06443080575
178	0.0643404179
179	0.06416042205
180	0.06402744088
181	0.06377880704
182	0.06367554959
183	0.06339002912
184	0.06331207992
185	0.06308414752
186	0.06282963974
187	0.06270782033
188	0.0625541466
189	0.0624543332
190	0.06235416215
191	0.06206800583
192	0.06193748298
193	0.06183232038
194	0.06176218334
195	0.06168963854
196	0.06149706706
197	0.06133910862
198	0.06123200411
199	0.0610720265
200	0.06098424749
201	0.06076783891
202	0.0606139161
203	0.06051942445
204	0.06037358047
205	0.06011104747
206	0.05996102048
207	0.05972053906
208	0.05961527033
209	0.05946489448
210	0.05930473391
211	0.05911332577
212	0.05890209745
213	0.05882535014
214	0.05871391887
215	0.0585104083
216	0.05841825896
217	0.05827882041
218	0.05805764244
219	0.05788412228
220	0.057699937
221	0.0576151641
222	0.05742869848
223	0.0572449001
224	0.05715478509
225	0.05693192004
226	0.05681078167
227	0.05670286338
228	0.05661177207
229	0.05648399553
230	0.05640805523
231	0.05633957719
232	0.05622137346
233	0.0559828188
234	0.05583784184
235	0.0557507356
236	0.05546157928
237	0.05537708896
238	0.05534527264
239	0.05514414687
240	0.05495535368
241	0.05478780572
242	0.05458905463
243	0.05438087889
244	0.05432413571
245	0.05423142427
246	0.05417531066
247	0.054088699
248	0.05401059138
249	0.05395221304
250	0.05381920081
251	0.05369801139
252	0.05355712311
253	0.05352735107
254	0.05329971336
255	0.05320660264
256	0.05304635403
257	0.05287752892
258	0.05272012485
259	0.05260485252
260	0.05252506367
261	0.05237078549
262	0.05220342238
263	0.05207704288
264	0.05199831118
265	0.05188380989
266	0.05180555131
267	0.05171600681
268	0.05152779704
269	0.05138989622
270	0.05127518437
271	0.05114478243
272	0.05104333731
273	0.05090688162
274	0.05082779319
275	0.05076014972
276	0.05074121062
277	0.05065562825
278	0.05049952006
279	0.05039165356
280	0.0502285501
281	0.05018238071
282	0.05011354552
283	0.04998868674
284	0.04988342295
285	0.04981900905
286	0.04970794129
287	0.0495429548
288	0.04944348331
289	0.04933135302
290	0.04928957964
291	0.04912691714
292	0.04895858308
293	0.04886427265
294	0.04877077191
295	0.04866049796
296	0.0486056574
297	0.04853971016
298	0.04842075676
299	0.04825287972
300	0.0481181559
301	0.04803135898
302	0.04796594279
303	0.0478571331
304	0.04767393128
305	0.04745074977
306	0.04738002486
307	0.04723715469
308	0.04717492476
309	0.04710820605
310	0.04704120057
311	0.04701020711
312	0.0468559111
313	0.04679346471
314	0.04660147878
315	0.04657157707
316	0.04652234038
317	0.04641584197
318	0.04630821277
319	0.04623227379
320	0.04615165764
321	0.04609671856
322	0.0459895822
323	0.04589673843
324	0.04575186549
325	0.04572138663
326	0.04559840382
327	0.0455240593
328	0.04546338904
329	0.04536611349
330	0.04524204341
331	0.04517313585
332	0.04503015684
333	0.04493780412
334	0.04488319669
335	0.04482027461
336	0.04468707686
337	0.04459646197
338	0.04445349886
339	0.04440455112
340	0.04430039219
341	0.04416907763
342	0.0440865252
343	0.04402836664
344	0.0439646767
345	0.04386865651
346	0.04382722769
347	0.04369711375
348	0.0436380814
349	0.04356123099
350	0.04349203104
351	0.04339500466
352	0.0433347209
353	0.04324320266
354	0.04314323144
355	0.04307221231
356	0.04289413259
357	0.04285408252
358	0.04280644312
359	0.04273844677
360	0.04270830134
361	0.04263678211
362	0.04258741234
363	0.04245112697
364	0.0423904655
365	0.04231166265
366	0.04219537413
367	0.04216257059
368	0.04208276061
369	0.04201053189
370	0.04192359674
371	0.04179562937
372	0.04174599314
373	0.04155173218
374	0.04145035218
375	0.04137482413
376	0.04126876028
377	0.04103977254
378	0.04089920036
379	0.04084113348
380	0.04065755672
381	0.04055964414
382	0.04044445933
383	0.040359695
384	0.04017492595
385	0.04009553542
386	0.03992605504
387	0.03988367727
388	0.03974973661
389	0.0396237471
390	0.03957894157
391	0.03953786032
392	0.03951994552
393	0.03945416945
394	0.03941612655
395	0.03936594179
396	0.03933177055
397	0.03921500391
398	0.03915146947
399	0.03908976303
400	0.03902210873
401	0.0388749343
402	0.03883921268
403	0.03877781572
404	0.03870599753
405	0.03863915362
406	0.03857375922
407	0.0385103349
408	0.03832714441
409	0.03828995448
410	0.03825692752
411	0.03819894039
412	0.03813332712
413	0.03806561817
414	0.03800330503
415	0.03789652494
416	0.0378310149
417	0.03780277318
418	0.03774730334
419	0.03762781463
420	0.03757778193
421	0.03753503916
422	0.03744396977
423	0.03739205735
424	0.03734860894
425	0.03728473903
426	0.03726075848
427	0.03720759154
428	0.0371408049
429	0.03711187242
430	0.03705825672
431	0.03701301056
432	0.0369278227
433	0.03689317833
434	0.03682175576
435	0.03677457773
436	0.03674079255
437	0.03662790163
438	0.03658463044
439	0.03653445513
440	0.03644297993
441	0.03636011349
442	0.03631913797
443	0.03623395754
444	0.03617718063
445	0.03614237159
446	0.03608442877
447	0.03603626077
448	0.03600304874
449	0.03592472542
450	0.03587336232
451	0.03579618478
452	0.03575024797
453	0.0356868251
454	0.03560389229
455	0.03555144213
456	0.03551995256
457	0.03543498258
458	0.03537405456
459	0.03531775076
460	0.03525871527
461	0.03519314479
462	0.03514455205
463	0.03506286756
464	0.03500627651
465	0.03495766359
466	0.03492186463
467	0.03488605114
468	0.03484759791
469	0.03477765822
470	0.03471200705
471	0.03467012216
472	0.03463019276
473	0.03460257145
474	0.03453559658
475	0.03451261073
476	0.03446378941
477	0.03443468273
478	0.03427766919
479	0.03423199047
480	0.03415472803
481	0.03411285989
482	0.03407413958
483	0.03404626251
484	0.03394824529
485	0.03391364423
486	0.03385840865
487	0.03379581578
488	0.03374256467
489	0.03369543826
490	0.03364452576
491	0.03359837207
492	0.03352184611
493	0.03347395338
494	0.03339848693
495	0.03337090022
496	0.03328774669
497	0.03325696946
498	0.03321001276
499	0.0331471526
